0    [AWT-EventQueue-1] DEBUG com.caeps.gui.PSAnalysisPanel  - Inside establish learning set connection listener
8    [AWT-EventQueue-1] DEBUG com.caeps.run.ConnectToDB  - Loading driver...
34   [AWT-EventQueue-1] DEBUG com.caeps.run.ConnectToDB  - Driver loaded!
34   [AWT-EventQueue-1] DEBUG com.caeps.run.ConnectToDB  - Connecting database...
1087 [AWT-EventQueue-1] DEBUG com.caeps.run.ConnectToDB  - Database connected!
31535 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =71 for cluster4
31535 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =71 for cluster4
31535 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =71 for cluster4
31535 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =71 for cluster4
31535 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =71 for cluster4
31535 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =71 for cluster4
31536 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =71 for cluster4
31536 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =71 for cluster4
31536 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =71 for cluster4
31536 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster After iteration 1:
31536 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 1
31536 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31537 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -20.576251131233185
31537 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -24.878781928932508
31537 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.8966520602683984, -15.160611955306429
31537 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.8521143633813079, -27.320713062320145
31537 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9546717635053752, -27.869575910250916
31537 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9042480888703684, -32.68329064580366
31538 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9385321147000946, -26.807922155496957
31538 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8111799039624182, -29.802605741273375
31538 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9285998105208848, Average Angle: -22.788861392290798
31538 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: null
31538 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 2
31538 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31538 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, 24.63144265415464
31539 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, 19.397900400259857
31539 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.9906366469469208, 4.225579477283591
31539 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.9942813870872651, 7.49202955983401
31539 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 1.014351850670887, 16.583242341062935
31539 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 1.011179896133321, 17.077790231034243
31539 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 1.0100354343190718, 18.84257912607699
31545 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.9829359223275074, 7.708157331034045
31546 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 1.0003801263872194, Average Angle: 12.884302346748923
31546 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: null
31546 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 3
31546 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31546 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 0.9999999999999999, -17.76994506942014
31546 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -10.64311434212965
31546 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.985667249388795, -8.094046088356654
31546 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.9749462162708329, -13.170659856806619
31546 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9993995123799786, -13.499917852066462
31546 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9799586767689417, -18.428794227204875
31546 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9906428628764569, -17.76994506942014
31546 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.9571872774710308, -15.643190427716958
31546 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9875335327951151, Average Angle: -12.779956992569057
31547 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: null
31547 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 4
31547 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31547 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -6.867404585102372
31547 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -4.930587550738571
31547 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.99916623277053, -4.148723074050621
31547 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.9833508925978385, -8.517131938206271
31547 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9973370361525744, -7.793313682532072
31547 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.966534173140205, -12.191732193253445
31547 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9692261589623455, -11.157658020966869
31547 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8543017287509744, -20.782388937387733
31547 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9744351358193851, Average Angle: -8.48765999802644
31548 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: null
31548 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Converge? false
31548 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Initial cluster at iteration 2:
31548 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 1
31548 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31548 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -20.576251131233185
31548 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -24.878781928932508
31548 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.8966520602683984, -15.160611955306429
31548 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.8521143633813079, -27.320713062320145
31549 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9546717635053752, -27.869575910250916
31549 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9042480888703684, -32.68329064580366
31549 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9385321147000946, -26.807922155496957
31549 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8111799039624182, -29.802605741273375
31549 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9285998105208848, Average Angle: -22.788861392290798
31549 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: null
31549 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 2
31550 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31550 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, 24.63144265415464
31550 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, 19.397900400259857
31550 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.9906366469469208, 4.225579477283591
31550 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.9942813870872651, 7.49202955983401
31551 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 1.014351850670887, 16.583242341062935
31551 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 1.011179896133321, 17.077790231034243
31551 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 1.0100354343190718, 18.84257912607699
31551 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.9829359223275074, 7.708157331034045
31551 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 1.0003801263872194, Average Angle: 12.884302346748923
31551 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: null
31551 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 3
31551 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31551 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 0.9999999999999999, -17.76994506942014
31552 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -10.64311434212965
31552 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.985667249388795, -8.094046088356654
31552 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.9749462162708329, -13.170659856806619
31552 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9993995123799786, -13.499917852066462
31552 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9799586767689417, -18.428794227204875
31552 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9906428628764569, -17.76994506942014
31552 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.9571872774710308, -15.643190427716958
31552 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9875335327951151, Average Angle: -12.779956992569057
31552 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: null
31553 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 4
31553 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31553 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -6.867404585102372
31553 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -4.930587550738571
31553 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.99916623277053, -4.148723074050621
31553 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.9833508925978385, -8.517131938206271
31553 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9973370361525744, -7.793313682532072
31553 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.966534173140205, -12.191732193253445
31553 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9692261589623455, -11.157658020966869
31553 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8543017287509744, -20.782388937387733
31554 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9744351358193851, Average Angle: -8.48765999802644
31554 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: null
31566 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster1
31566 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster1
31566 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster1
31566 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster1
31567 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster1
31567 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster1
31567 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster1
31567 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster1
31567 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster1
31567 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster2
31568 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster2
31568 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster2
31568 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster2
31568 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster2
31568 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster2
31568 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster2
31568 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster2
31569 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster2
31569 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster3
31569 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster3
31569 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster3
31569 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster3
31569 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster3
31569 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster3
31570 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster3
31570 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster3
31570 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster3
31570 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster4
31570 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster4
31570 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster4
31571 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster4
31571 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster4
31571 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster4
31571 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster4
31571 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster4
31571 [AWT-EventQueue-1] INFO  com.caeps.run.RunMeansAlgorithm  - Count =50 for cluster4
31572 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster After iteration 2:
31572 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 1
31572 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31572 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -20.576251131233185
31572 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -24.878781928932508
31572 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.8966520602683984, -15.160611955306429
31572 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.8521143633813079, -27.320713062320145
31572 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9546717635053752, -27.869575910250916
31572 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9042480888703684, -32.68329064580366
31572 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9385321147000946, -26.807922155496957
31572 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.8111799039624182, -29.802605741273375
31573 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9285998105208848, Average Angle: -22.788861392290798
31573 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: null
31573 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 2
31573 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31573 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, 24.63144265415464
31573 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, 19.397900400259857
31573 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.9906366469469208, 4.225579477283591
31573 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.9942813870872651, 7.49202955983401
31573 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 1.014351850670887, 16.583242341062935
31573 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 1.011179896133321, 17.077790231034243
31573 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 1.0100354343190718, 18.84257912607699
31573 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.9829359223275074, 7.708157331034045
31573 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 1.0003801263872194, Average Angle: 12.884302346748923
31574 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: null
31574 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 3
31574 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31574 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 0.9999999999999999, -17.433714738163193
31574 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -10.329796996020209
31574 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 0.986038178373846, -7.962188747899354
31574 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.975091853098605, -12.947832960323005
31574 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7AC1BC6CDFAF4F26A97AD322E9F5AD31: 0.9995817756510617, -13.186079546979409
31574 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7DD325DCEFC248989B72AAD58D3DD4E9: 0.9802944261435979, -18.061842446013845
31574 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _95D3CD0256FB4C9DB2860CFEFA45CD57: 0.9909303620358894, -17.433714738163193
31574 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _9D8BB8E8B5DB40F6ABF515042B7DFF97: 0.9579416514742434, -15.38706690319387
31574 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Average Voltage: 0.9877642496419159, Average Angle: -12.526915230750674
31574 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster Description: null
31575 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 4
31575 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _2BCC3D5923464FED9E08EB12EC388BD7: 1.0, 0.0
31575 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4273A87151C0409780237BFD866C23DA: 1.0, -2.6245679129458654
31575 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _4F715892155341C8A76534537F095B49: 1.0, -2.8446436444637606
31575 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _58F637D8B03A4B12A67DF2E5797F9B6A: 1.0044648768058075, -2.62354474849939
31575 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - For substation _7324D6723635494784A4D8A9578FCE8A: 0.986735219827409, -6.785477108877741
