0    [main] DEBUG com.caeps.loadDatabase.ConnectToDB  - Loading driver...
28   [main] DEBUG com.caeps.loadDatabase.ConnectToDB  - Driver loaded!
29   [main] DEBUG com.caeps.loadDatabase.ConnectToDB  - Connecting database...
998  [main] DEBUG com.caeps.loadDatabase.ConnectToDB  - Database connected!
12456 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 1:1.0:0.0
12597 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 68:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12597 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 69:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12597 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 70:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12597 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 71:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12597 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 72:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12597 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 73:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12597 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 74:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12598 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 75:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12598 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 76:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12598 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 77:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12598 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 78:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12598 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 79:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12598 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 80:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12598 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 81:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12598 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 82:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12599 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 83:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12599 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 84:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12599 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 85:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12599 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 86:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12599 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 87:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12599 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 88:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12600 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 89:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12600 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 90:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12600 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 91:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12600 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 92:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12600 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 93:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12600 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 94:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12600 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 95:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
